DS_name,Variables.Selected.by.glmnet,Structural_Variables,Variables.Not.Selected.by.glmnet,Nonstructural_Variables
0.75-15-8-170,"X1, X2, X3, X4, X5, X6, X7, X9, X12, X14, X16, X18, X20, X21, X22, X23, X27, X28, X29, X30","X1, X3, X5, X6, X7, X9, X12, X14, X16, X18, X20, X21, X22, X27, X30","X8, X10, X11, X13, X15, X17, X19, X24, X25, X26","X2, X4, X8, X10, X11, X13, X15, X17, X19, X23, X24, X25, X26, X28, X29"
0.75-15-8-171,"X3, X4, X6, X7, X8, X9, X10, X11, X12, X13, X14, X17, X19, X21, X22, X23, X24, X25, X26, X27, X28, X29, X30","X4, X7, X10, X11, X12, X13, X14, X17, X19, X21, X22, X24, X25, X28, X29","X1, X2, X5, X15, X16, X18, X20","X1, X2, X3, X5, X6, X8, X9, X15, X16, X18, X20, X23, X26, X27, X30"
0.75-15-8-172,"X1, X2, X3, X4, X5, X6, X7, X10, X11, X12, X13, X14, X15, X16, X20, X24, X25, X26, X27, X29, X30","X1, X2, X4, X5, X7, X10, X12, X13, X15, X16, X20, X24, X26, X27, X29","X8, X9, X17, X18, X19, X21, X22, X23, X28","X3, X6, X8, X9, X11, X14, X17, X18, X19, X21, X22, X23, X25, X28, X30"
0.75-15-8-173,"X1, X2, X3, X4, X5, X6, X7, X9, X10, X11, X12, X16, X17, X18, X20, X21, X22, X24, X30","X1, X3, X4, X5, X6, X7, X9, X11, X12, X16, X17, X18, X20, X22, X30","X8, X13, X14, X15, X19, X23, X25, X26, X27, X28, X29","X2, X8, X10, X13, X14, X15, X19, X21, X23, X24, X25, X26, X27, X28, X29"
0.75-15-8-174,"X1, X2, X3, X5, X10, X11, X12, X13, X14, X15, X16, X24, X26, X27, X28, X30","X1, X2, X3, X5, X10, X11, X12, X13, X14, X15, X16, X24, X26, X27, X28","X4, X6, X7, X8, X9, X17, X18, X19, X20, X21, X22, X23, X25, X29","X4, X6, X7, X8, X9, X17, X18, X19, X20, X21, X22, X23, X25, X29, X30"
0.75-15-8-175,"X2, X5, X7, X8, X9, X10, X12, X14, X15, X16, X17, X18, X20, X21, X22, X23, X24, X25, X26, X28, X30","X5, X8, X9, X10, X14, X15, X16, X18, X20, X22, X23, X24, X26, X28, X30","X1, X3, X4, X6, X11, X13, X19, X27, X29","X1, X2, X3, X4, X6, X7, X11, X12, X13, X17, X19, X21, X25, X27, X29"
0.75-15-8-176,"X1, X3, X4, X6, X7, X8, X10, X11, X12, X13, X16, X17, X18, X24, X25, X27, X28, X29, X30","X1, X3, X4, X6, X10, X11, X12, X13, X17, X18, X24, X25, X27, X28, X29","X2, X5, X9, X14, X15, X19, X20, X21, X22, X23, X26","X2, X5, X7, X8, X9, X14, X15, X16, X19, X20, X21, X22, X23, X26, X30"
0.75-15-8-177,"X1, X3, X5, X6, X10, X11, X12, X14, X15, X16, X17, X20, X21, X22, X23, X24, X26, X28, X29, X30","X1, X3, X5, X6, X11, X12, X14, X16, X20, X22, X23, X26, X28, X29, X30","X2, X4, X7, X8, X9, X13, X18, X19, X25, X27","X2, X4, X7, X8, X9, X10, X13, X15, X17, X18, X19, X21, X24, X25, X27"
0.75-15-8-178,"X1, X3, X4, X5, X7, X8, X10, X11, X13, X14, X15, X17, X18, X20, X21, X24, X26, X27, X29, X30","X1, X3, X8, X10, X11, X13, X14, X17, X18, X21, X24, X26, X27, X29, X30","X2, X6, X9, X12, X16, X19, X22, X23, X25, X28","X2, X4, X5, X6, X7, X9, X12, X15, X16, X19, X20, X22, X23, X25, X28"
0.75-15-8-179,"X2, X3, X4, X6, X7, X8, X11, X12, X13, X14, X15, X16, X17, X18, X19, X20, X21, X22, X23, X26, X28, X30","X2, X3, X7, X11, X12, X14, X15, X16, X17, X18, X19, X21, X23, X26, X30","X1, X5, X9, X10, X24, X25, X27, X29","X1, X4, X5, X6, X8, X9, X10, X13, X20, X22, X24, X25, X27, X28, X29"
0.75-15-8-180,"X1, X2, X4, X6, X8, X9, X10, X11, X12, X14, X15, X16, X17, X19, X20, X21, X22, X23, X24, X27, X28, X29, X30","X1, X2, X8, X10, X11, X12, X14, X15, X16, X19, X20, X21, X23, X27, X28","X3, X5, X7, X13, X18, X25, X26","X3, X4, X5, X6, X7, X9, X13, X17, X18, X22, X24, X25, X26, X29, X30"
0.75-15-8-181,"X2, X3, X4, X5, X6, X7, X10, X12, X14, X17, X18, X19, X20, X21, X23, X25, X27, X28, X30","X2, X3, X4, X5, X7, X10, X12, X14, X17, X18, X19, X21, X23, X25, X27","X1, X8, X9, X11, X13, X15, X16, X22, X24, X26, X29","X1, X6, X8, X9, X11, X13, X15, X16, X20, X22, X24, X26, X28, X29, X30"
0.75-15-8-182,"X1, X2, X3, X4, X10, X11, X12, X16, X17, X18, X20, X21, X22, X23, X24, X25, X26, X28, X30","X2, X3, X4, X10, X11, X12, X16, X17, X18, X21, X22, X23, X24, X25, X28","X5, X6, X7, X8, X9, X13, X14, X15, X19, X27, X29","X1, X5, X6, X7, X8, X9, X13, X14, X15, X19, X20, X26, X27, X29, X30"
0.75-15-8-183,"X1, X2, X3, X4, X5, X6, X7, X8, X9, X10, X12, X13, X14, X15, X16, X17, X19, X20, X21, X25, X30","X1, X2, X4, X5, X6, X7, X9, X10, X13, X14, X16, X19, X20, X21, X30","X11, X18, X22, X23, X24, X26, X27, X28, X29","X3, X8, X11, X12, X15, X17, X18, X22, X23, X24, X25, X26, X27, X28, X29"
0.75-15-8-184,"X1, X2, X4, X5, X6, X8, X9, X10, X11, X14, X15, X16, X17, X18, X19, X20, X21, X23, X24, X25, X29, X30","X1, X2, X4, X5, X8, X9, X11, X15, X16, X17, X18, X19, X21, X23, X24","X3, X7, X12, X13, X22, X26, X27, X28","X3, X6, X7, X10, X12, X13, X14, X20, X22, X25, X26, X27, X28, X29, X30"
0.75-15-8-185,"X1, X2, X3, X4, X5, X7, X8, X9, X10, X11, X12, X13, X14, X15, X17, X18, X19, X20, X21, X22, X25, X26, X27, X29, X30","X1, X3, X4, X7, X9, X12, X14, X15, X17, X18, X19, X21, X22, X26, X30","X6, X16, X23, X24, X28","X2, X5, X6, X8, X10, X11, X13, X16, X20, X23, X24, X25, X27, X28, X29"
0.75-15-8-186,"X2, X4, X5, X6, X8, X11, X12, X13, X14, X15, X17, X18, X19, X20, X23, X24, X25, X28, X29, X30","X2, X4, X5, X6, X8, X11, X12, X13, X14, X17, X20, X23, X25, X28, X30","X1, X3, X7, X9, X10, X16, X21, X22, X26, X27","X1, X3, X7, X9, X10, X15, X16, X18, X19, X21, X22, X24, X26, X27, X29"
0.75-15-8-187,"X4, X5, X6, X7, X8, X9, X10, X11, X12, X16, X17, X18, X19, X20, X25, X26, X28, X30","X4, X6, X8, X9, X10, X11, X12, X16, X17, X18, X19, X20, X25, X26, X28","X1, X2, X3, X13, X14, X15, X21, X22, X23, X24, X27, X29","X1, X2, X3, X5, X7, X13, X14, X15, X21, X22, X23, X24, X27, X29, X30"
0.75-15-8-188,"X1, X6, X7, X8, X9, X10, X11, X12, X13, X14, X15, X16, X17, X18, X19, X20, X22, X24, X30","X6, X7, X8, X9, X10, X11, X12, X15, X16, X18, X19, X20, X22, X24, X30","X2, X3, X4, X5, X21, X23, X25, X26, X27, X28, X29","X1, X2, X3, X4, X5, X13, X14, X17, X21, X23, X25, X26, X27, X28, X29"
0.75-15-8-189,"X1, X2, X3, X4, X5, X6, X9, X10, X11, X12, X13, X14, X15, X16, X18, X21, X24, X25, X26, X27, X28, X29, X30","X1, X3, X4, X5, X6, X9, X11, X12, X13, X14, X16, X24, X25, X26, X28","X7, X8, X17, X19, X20, X22, X23","X2, X7, X8, X10, X15, X17, X18, X19, X20, X21, X22, X23, X27, X29, X30"
0.75-15-8-190,"X2, X3, X4, X5, X6, X7, X8, X11, X13, X14, X15, X16, X17, X18, X21, X22, X24, X26, X27, X28, X29, X30","X3, X5, X6, X7, X13, X14, X15, X16, X17, X18, X21, X26, X28, X29, X30","X1, X9, X10, X12, X19, X20, X23, X25","X1, X2, X4, X8, X9, X10, X11, X12, X19, X20, X22, X23, X24, X25, X27"
0.75-15-8-191,"X1, X3, X5, X6, X7, X8, X10, X12, X13, X14, X15, X17, X18, X19, X22, X23, X24, X25, X26, X27, X28, X30","X1, X5, X6, X10, X12, X13, X14, X15, X17, X18, X19, X23, X25, X27, X30","X2, X4, X9, X11, X16, X20, X21, X29","X2, X3, X4, X7, X8, X9, X11, X16, X20, X21, X22, X24, X26, X28, X29"
0.75-15-8-192,"X2, X3, X4, X5, X6, X7, X8, X9, X10, X11, X14, X21, X22, X23, X24, X25, X26, X27, X29, X30","X3, X6, X7, X8, X9, X10, X14, X21, X22, X23, X24, X25, X27, X29, X30","X1, X12, X13, X15, X16, X17, X18, X19, X20, X28","X1, X2, X4, X5, X11, X12, X13, X15, X16, X17, X18, X19, X20, X26, X28"
0.75-15-8-193,"X1, X2, X3, X4, X5, X6, X7, X9, X10, X11, X13, X14, X16, X17, X19, X21, X22, X23, X24, X25, X27, X28, X30","X2, X3, X5, X9, X10, X13, X14, X17, X21, X23, X24, X25, X27, X28, X30","X8, X12, X15, X18, X20, X26, X29","X1, X4, X6, X7, X8, X11, X12, X15, X16, X18, X19, X20, X22, X26, X29"
0.75-15-8-194,"X1, X3, X4, X7, X8, X9, X10, X12, X13, X14, X18, X20, X21, X22, X23, X24, X26, X28, X29, X30","X1, X3, X4, X8, X10, X12, X13, X14, X20, X21, X23, X24, X28, X29, X30","X2, X5, X6, X11, X15, X16, X17, X19, X25, X27","X2, X5, X6, X7, X9, X11, X15, X16, X17, X18, X19, X22, X25, X26, X27"
0.75-15-8-195,"X1, X2, X3, X5, X6, X7, X8, X14, X15, X17, X18, X19, X20, X21, X26, X27, X29, X30","X2, X3, X5, X6, X7, X8, X15, X17, X18, X19, X21, X26, X27, X29, X30","X4, X9, X10, X11, X12, X13, X16, X22, X23, X24, X25, X28","X1, X4, X9, X10, X11, X12, X13, X14, X16, X20, X22, X23, X24, X25, X28"
0.75-15-8-196,"X1, X2, X3, X4, X5, X7, X10, X11, X14, X15, X16, X17, X20, X21, X22, X23, X26, X27, X28, X30","X1, X2, X3, X4, X5, X10, X11, X14, X15, X17, X20, X21, X22, X26, X28","X6, X8, X9, X12, X13, X18, X19, X24, X25, X29","X6, X7, X8, X9, X12, X13, X16, X18, X19, X23, X24, X25, X27, X29, X30"
0.75-15-8-197,"X4, X5, X6, X7, X8, X10, X11, X12, X13, X14, X16, X17, X18, X21, X23, X24, X25, X27, X28, X30","X4, X5, X6, X10, X11, X12, X13, X14, X16, X17, X18, X23, X24, X28, X30","X1, X2, X3, X9, X15, X19, X20, X22, X26, X29","X1, X2, X3, X7, X8, X9, X15, X19, X20, X21, X22, X25, X26, X27, X29"
0.75-15-8-198,"X1, X3, X5, X7, X8, X9, X10, X11, X13, X14, X17, X18, X19, X21, X22, X24, X25, X26, X27, X28, X29, X30","X1, X3, X8, X10, X11, X13, X17, X18, X21, X24, X25, X26, X28, X29, X30","X2, X4, X6, X12, X15, X16, X20, X23","X2, X4, X5, X6, X7, X9, X12, X14, X15, X16, X19, X20, X22, X23, X27"
0.75-15-8-199,"X1, X2, X3, X4, X5, X6, X7, X9, X11, X16, X17, X18, X20, X21, X22, X23, X26, X28, X29, X30","X1, X2, X4, X5, X7, X9, X11, X16, X17, X18, X20, X22, X23, X28, X29","X8, X10, X12, X13, X14, X15, X19, X24, X25, X27","X3, X6, X8, X10, X12, X13, X14, X15, X19, X21, X24, X25, X26, X27, X30"
0.75-15-8-200,"X1, X3, X4, X5, X7, X8, X9, X11, X13, X14, X15, X16, X17, X19, X20, X21, X22, X24, X26, X28, X29, X30","X1, X3, X4, X5, X7, X8, X9, X11, X15, X16, X17, X19, X20, X21, X22","X2, X6, X10, X12, X18, X23, X25, X27","X2, X6, X10, X12, X13, X14, X18, X23, X24, X25, X26, X27, X28, X29, X30"
0.75-15-8-201,"X3, X4, X9, X11, X12, X13, X17, X18, X20, X21, X22, X23, X25, X26, X27, X30","X3, X4, X9, X12, X13, X17, X18, X20, X21, X22, X23, X25, X26, X27, X30","X1, X2, X5, X6, X7, X8, X10, X14, X15, X16, X19, X24, X28, X29","X1, X2, X5, X6, X7, X8, X10, X11, X14, X15, X16, X19, X24, X28, X29"
0.75-15-8-202,"X2, X3, X5, X6, X7, X8, X9, X11, X12, X13, X14, X15, X16, X18, X19, X24, X26, X29, X30","X2, X3, X5, X7, X8, X9, X11, X13, X14, X16, X18, X19, X26, X29, X30","X1, X4, X10, X17, X20, X21, X22, X23, X25, X27, X28","X1, X4, X6, X10, X12, X15, X17, X20, X21, X22, X23, X24, X25, X27, X28"
0.75-15-8-203,"X1, X2, X3, X4, X7, X9, X10, X11, X12, X14, X15, X19, X20, X21, X24, X25, X26, X27, X29, X30","X1, X2, X3, X4, X7, X10, X12, X14, X15, X19, X21, X24, X25, X29, X30","X5, X6, X8, X13, X16, X17, X18, X22, X23, X28","X5, X6, X8, X9, X11, X13, X16, X17, X18, X20, X22, X23, X26, X27, X28"
0.75-15-8-204,"X1, X3, X4, X5, X7, X9, X10, X11, X12, X13, X14, X15, X18, X19, X21, X23, X24, X26, X28, X29, X30","X1, X3, X4, X5, X7, X9, X10, X11, X12, X14, X21, X23, X26, X28, X29","X2, X6, X8, X16, X17, X20, X22, X25, X27","X2, X6, X8, X13, X15, X16, X17, X18, X19, X20, X22, X24, X25, X27, X30"
0.75-15-8-205,"X1, X2, X4, X5, X7, X8, X9, X10, X12, X14, X16, X18, X19, X22, X23, X24, X26, X27, X28, X29, X30","X1, X2, X4, X7, X8, X9, X10, X12, X16, X19, X22, X23, X24, X27, X28","X3, X6, X11, X13, X15, X17, X20, X21, X25","X3, X5, X6, X11, X13, X14, X15, X17, X18, X20, X21, X25, X26, X29, X30"
0.75-15-8-206,"X2, X4, X8, X9, X10, X12, X14, X15, X16, X17, X18, X19, X20, X21, X22, X23, X24, X25, X26, X27, X29, X30","X2, X8, X9, X10, X12, X14, X15, X17, X18, X19, X22, X24, X26, X27, X29","X1, X3, X5, X6, X7, X11, X13, X28","X1, X3, X4, X5, X6, X7, X11, X13, X16, X20, X21, X23, X25, X28, X30"
0.75-15-8-207,"X1, X3, X4, X5, X6, X7, X8, X9, X11, X12, X13, X14, X16, X18, X21, X22, X25, X26, X27, X28, X29, X30","X3, X5, X6, X8, X9, X11, X12, X13, X16, X18, X22, X25, X27, X28, X29","X2, X10, X15, X17, X19, X20, X23, X24","X1, X2, X4, X7, X10, X14, X15, X17, X19, X20, X21, X23, X24, X26, X30"
0.75-15-8-208,"X2, X3, X4, X5, X6, X7, X8, X9, X11, X12, X13, X15, X17, X19, X20, X21, X22, X23, X25, X27, X28, X29, X30","X2, X3, X4, X6, X9, X11, X13, X15, X17, X20, X22, X23, X25, X27, X28","X1, X10, X14, X16, X18, X24, X26","X1, X5, X7, X8, X10, X12, X14, X16, X18, X19, X21, X24, X26, X29, X30"
0.75-15-8-209,"X2, X3, X5, X8, X9, X11, X12, X13, X14, X15, X16, X17, X18, X19, X23, X24, X25, X27, X28, X29, X30","X3, X5, X8, X9, X11, X13, X14, X16, X18, X19, X23, X25, X28, X29, X30","X1, X4, X6, X7, X10, X20, X21, X22, X26","X1, X2, X4, X6, X7, X10, X12, X15, X17, X20, X21, X22, X24, X26, X27"
0.75-15-8-210,"X1, X2, X3, X4, X7, X8, X9, X11, X13, X14, X15, X16, X18, X19, X21, X25, X26, X30","X1, X2, X3, X7, X8, X9, X11, X13, X14, X15, X16, X18, X19, X21, X25","X5, X6, X10, X12, X17, X20, X22, X23, X24, X27, X28, X29","X4, X5, X6, X10, X12, X17, X20, X22, X23, X24, X26, X27, X28, X29, X30"
0.75-15-8-211,"X1, X7, X8, X11, X12, X13, X15, X17, X18, X19, X21, X22, X25, X26, X28, X29, X30","X1, X7, X11, X13, X15, X17, X18, X19, X21, X22, X25, X26, X28, X29, X30","X2, X3, X4, X5, X6, X9, X10, X14, X16, X20, X23, X24, X27","X2, X3, X4, X5, X6, X8, X9, X10, X12, X14, X16, X20, X23, X24, X27"
0.75-15-8-212,"X1, X4, X5, X6, X7, X8, X9, X10, X11, X12, X13, X15, X16, X18, X19, X21, X22, X23, X24, X25, X27, X28, X29, X30","X1, X4, X7, X8, X11, X12, X16, X19, X21, X22, X23, X25, X27, X29, X30","X2, X3, X14, X17, X20, X26","X2, X3, X5, X6, X9, X10, X13, X14, X15, X17, X18, X20, X24, X26, X28"
0.75-15-8-213,"X1, X5, X8, X9, X10, X11, X12, X14, X15, X16, X17, X18, X20, X21, X23, X24, X25, X26, X27, X28, X29, X30","X1, X5, X8, X9, X10, X12, X14, X17, X18, X20, X23, X25, X28, X29, X30","X2, X3, X4, X6, X7, X13, X19, X22","X2, X3, X4, X6, X7, X11, X13, X15, X16, X19, X21, X22, X24, X26, X27"
0.75-15-8-214,"X2, X3, X6, X7, X8, X9, X10, X12, X13, X14, X15, X17, X18, X20, X21, X22, X23, X25, X26, X29, X30","X2, X3, X6, X7, X8, X9, X12, X14, X18, X21, X22, X23, X25, X26, X30","X1, X4, X5, X11, X16, X19, X24, X27, X28","X1, X4, X5, X10, X11, X13, X15, X16, X17, X19, X20, X24, X27, X28, X29"
0.75-15-8-215,"X1, X3, X6, X7, X9, X10, X12, X13, X14, X16, X17, X18, X19, X20, X21, X22, X24, X26, X27, X28, X30","X1, X6, X9, X12, X14, X16, X18, X19, X20, X22, X24, X26, X27, X28, X30","X2, X4, X5, X8, X11, X15, X23, X25, X29","X2, X3, X4, X5, X7, X8, X10, X11, X13, X15, X17, X21, X23, X25, X29"
0.75-15-8-216,"X1, X3, X4, X5, X6, X7, X9, X10, X11, X13, X15, X16, X17, X20, X21, X23, X24, X25, X27, X28, X29, X30","X6, X7, X10, X11, X15, X16, X17, X20, X21, X23, X24, X27, X28, X29, X30","X2, X8, X12, X14, X18, X19, X22, X26","X1, X2, X3, X4, X5, X8, X9, X12, X13, X14, X18, X19, X22, X25, X26"
0.75-15-8-217,"X1, X3, X4, X5, X8, X9, X10, X11, X12, X14, X16, X20, X22, X23, X24, X25, X26, X27, X30","X1, X4, X8, X9, X10, X11, X12, X14, X16, X22, X23, X24, X25, X26, X27","X2, X6, X7, X13, X15, X17, X18, X19, X21, X28, X29","X2, X3, X5, X6, X7, X13, X15, X17, X18, X19, X20, X21, X28, X29, X30"
0.75-15-8-218,"X2, X3, X5, X7, X8, X10, X11, X12, X14, X15, X20, X22, X23, X24, X25, X28, X30","X2, X3, X5, X7, X8, X10, X11, X12, X14, X15, X20, X22, X23, X25, X28","X1, X4, X6, X9, X13, X16, X17, X18, X19, X21, X26, X27, X29","X1, X4, X6, X9, X13, X16, X17, X18, X19, X21, X24, X26, X27, X29, X30"
0.75-15-8-219,"X1, X2, X3, X4, X5, X6, X7, X8, X9, X10, X15, X17, X18, X19, X20, X21, X24, X25, X28, X30","X1, X2, X3, X4, X6, X8, X10, X15, X17, X18, X19, X20, X24, X25, X30","X11, X12, X13, X14, X16, X22, X23, X26, X27, X29","X5, X7, X9, X11, X12, X13, X14, X16, X21, X22, X23, X26, X27, X28, X29"
0.75-15-8-220,"X1, X2, X3, X4, X5, X6, X7, X8, X9, X10, X11, X13, X19, X20, X21, X22, X25, X26, X27, X28, X29, X30","X1, X2, X3, X4, X5, X8, X9, X10, X11, X19, X21, X22, X25, X27, X28","X12, X14, X15, X16, X17, X18, X23, X24","X6, X7, X12, X13, X14, X15, X16, X17, X18, X20, X23, X24, X26, X29, X30"
0.75-15-8-221,"X1, X2, X3, X4, X5, X8, X9, X10, X12, X13, X14, X15, X17, X18, X19, X21, X22, X23, X27, X29, X30","X2, X4, X5, X8, X9, X10, X13, X15, X17, X18, X21, X22, X27, X29, X30","X6, X7, X11, X16, X20, X24, X25, X26, X28","X1, X3, X6, X7, X11, X12, X14, X16, X19, X20, X23, X24, X25, X26, X28"
0.75-15-8-222,"X2, X3, X4, X5, X6, X7, X9, X11, X12, X14, X15, X16, X17, X18, X20, X21, X22, X25, X26, X28, X29, X30","X2, X3, X4, X5, X6, X9, X11, X12, X14, X17, X21, X22, X25, X26, X30","X1, X8, X10, X13, X19, X23, X24, X27","X1, X7, X8, X10, X13, X15, X16, X18, X19, X20, X23, X24, X27, X28, X29"
0.75-15-8-223,"X1, X2, X3, X5, X6, X8, X9, X10, X11, X12, X15, X16, X17, X18, X21, X24, X26, X28, X29, X30","X1, X2, X3, X6, X8, X9, X10, X12, X15, X16, X18, X21, X24, X26, X29","X4, X7, X13, X14, X19, X20, X22, X23, X25, X27","X4, X5, X7, X11, X13, X14, X17, X19, X20, X22, X23, X25, X27, X28, X30"
0.75-15-8-224,"X1, X2, X3, X4, X6, X8, X9, X10, X11, X12, X14, X17, X19, X20, X22, X25, X26, X27, X28, X30","X1, X3, X4, X8, X10, X11, X12, X14, X19, X20, X22, X25, X26, X27, X28","X5, X7, X13, X15, X16, X18, X21, X23, X24, X29","X2, X5, X6, X7, X9, X13, X15, X16, X17, X18, X21, X23, X24, X29, X30"
0.75-15-8-225,"X1, X2, X4, X8, X9, X10, X11, X12, X13, X14, X15, X16, X18, X20, X22, X25, X26, X28, X29, X30","X1, X4, X8, X9, X10, X12, X13, X14, X15, X18, X20, X25, X28, X29, X30","X3, X5, X6, X7, X17, X19, X21, X23, X24, X27","X2, X3, X5, X6, X7, X11, X16, X17, X19, X21, X22, X23, X24, X26, X27"
0.75-15-8-226,"X2, X3, X5, X7, X8, X9, X10, X12, X14, X15, X16, X17, X18, X20, X21, X22, X23, X24, X25, X26, X29, X30","X2, X3, X5, X7, X8, X10, X12, X15, X16, X18, X20, X22, X24, X26, X29","X1, X4, X6, X11, X13, X19, X27, X28","X1, X4, X6, X9, X11, X13, X14, X17, X19, X21, X23, X25, X27, X28, X30"
0.75-15-8-227,"X1, X3, X4, X5, X6, X7, X8, X10, X12, X15, X17, X18, X19, X21, X22, X23, X25, X27, X28, X29, X30","X1, X4, X5, X6, X10, X12, X17, X18, X19, X21, X23, X25, X27, X28, X29","X2, X9, X11, X13, X14, X16, X20, X24, X26","X2, X3, X7, X8, X9, X11, X13, X14, X15, X16, X20, X22, X24, X26, X30"
0.75-15-8-228,"X1, X2, X3, X4, X5, X8, X9, X10, X12, X14, X15, X16, X17, X18, X19, X23, X24, X29, X30","X2, X4, X5, X9, X10, X12, X14, X16, X17, X18, X19, X23, X24, X29, X30","X6, X7, X11, X13, X20, X21, X22, X25, X26, X27, X28","X1, X3, X6, X7, X8, X11, X13, X15, X20, X21, X22, X25, X26, X27, X28"
0.75-15-8-229,"X2, X4, X5, X7, X8, X9, X10, X13, X14, X15, X17, X19, X20, X21, X23, X24, X25, X26, X27, X28, X29, X30","X2, X5, X7, X8, X9, X10, X13, X14, X19, X20, X21, X23, X26, X28, X29","X1, X3, X6, X11, X12, X16, X18, X22","X1, X3, X4, X6, X11, X12, X15, X16, X17, X18, X22, X24, X25, X27, X30"
0.75-15-8-230,"X1, X2, X3, X4, X5, X6, X8, X9, X10, X11, X12, X19, X20, X21, X22, X23, X24, X25, X26, X28, X29, X30","X2, X4, X5, X6, X8, X10, X11, X12, X19, X21, X23, X25, X26, X28, X29","X7, X13, X14, X15, X16, X17, X18, X27","X1, X3, X7, X9, X13, X14, X15, X16, X17, X18, X20, X22, X24, X27, X30"
0.75-15-8-231,"X1, X2, X4, X5, X6, X7, X8, X10, X11, X12, X13, X14, X16, X17, X18, X19, X20, X21, X22, X23, X24, X25, X26, X27, X28, X29, X30","X1, X4, X6, X10, X13, X16, X17, X18, X20, X21, X24, X26, X27, X29, X30","X3, X9, X15","X2, X3, X5, X7, X8, X9, X11, X12, X14, X15, X19, X22, X23, X25, X28"
0.75-15-8-232,"X1, X3, X7, X8, X9, X10, X11, X13, X14, X16, X17, X18, X19, X20, X22, X23, X24, X25, X26, X30","X3, X7, X9, X11, X13, X14, X16, X17, X18, X19, X20, X22, X24, X25, X30","X2, X4, X5, X6, X12, X15, X21, X27, X28, X29","X1, X2, X4, X5, X6, X8, X10, X12, X15, X21, X23, X26, X27, X28, X29"
0.75-15-8-233,"X1, X2, X4, X5, X7, X8, X9, X11, X13, X14, X15, X19, X20, X21, X22, X23, X27, X28, X29, X30","X2, X4, X5, X7, X8, X9, X11, X13, X15, X19, X21, X23, X27, X28, X29","X3, X6, X10, X12, X16, X17, X18, X24, X25, X26","X1, X3, X6, X10, X12, X14, X16, X17, X18, X20, X22, X24, X25, X26, X30"
0.75-15-8-234,"X1, X2, X3, X5, X6, X9, X11, X12, X14, X16, X17, X18, X19, X22, X25, X26, X27, X28, X29, X30","X1, X2, X3, X5, X6, X9, X11, X12, X14, X17, X18, X19, X25, X26, X27","X4, X7, X8, X10, X13, X15, X20, X21, X23, X24","X4, X7, X8, X10, X13, X15, X16, X20, X21, X22, X23, X24, X28, X29, X30"
0.75-15-8-235,"X1, X2, X3, X4, X7, X8, X9, X11, X12, X13, X17, X18, X19, X20, X23, X26, X27, X28, X30","X1, X2, X4, X7, X8, X9, X12, X13, X18, X20, X23, X26, X27, X28, X30","X5, X6, X10, X14, X15, X16, X21, X22, X24, X25, X29","X3, X5, X6, X10, X11, X14, X15, X16, X17, X19, X21, X22, X24, X25, X29"
0.75-15-8-236,"X1, X6, X7, X8, X9, X10, X11, X14, X15, X16, X17, X18, X19, X23, X24, X25, X26, X30","X1, X7, X8, X9, X10, X11, X15, X16, X17, X18, X19, X23, X24, X25, X26","X2, X3, X4, X5, X12, X13, X20, X21, X22, X27, X28, X29","X2, X3, X4, X5, X6, X12, X13, X14, X20, X21, X22, X27, X28, X29, X30"
0.75-15-8-237,"X1, X3, X6, X7, X8, X9, X10, X12, X14, X15, X16, X18, X20, X21, X22, X23, X24, X25, X26, X27, X28, X29, X30","X1, X3, X6, X8, X9, X10, X12, X15, X18, X21, X22, X23, X25, X28, X29","X2, X4, X5, X11, X13, X17, X19","X2, X4, X5, X7, X11, X13, X14, X16, X17, X19, X20, X24, X26, X27, X30"
0.75-15-8-238,"X1, X2, X3, X4, X5, X6, X8, X12, X14, X18, X19, X20, X21, X22, X23, X24, X25, X29, X30","X2, X4, X5, X6, X8, X12, X14, X18, X19, X21, X22, X23, X24, X29, X30","X7, X9, X10, X11, X13, X15, X16, X17, X26, X27, X28","X1, X3, X7, X9, X10, X11, X13, X15, X16, X17, X20, X25, X26, X27, X28"
0.75-15-8-239,"X1, X3, X4, X6, X7, X8, X10, X11, X12, X17, X18, X19, X20, X21, X23, X25, X28, X29, X30","X3, X4, X6, X7, X8, X10, X11, X12, X17, X19, X20, X21, X23, X25, X30","X2, X5, X9, X13, X14, X15, X16, X22, X24, X26, X27","X1, X2, X5, X9, X13, X14, X15, X16, X18, X22, X24, X26, X27, X28, X29"
0.75-15-8-240,"X2, X4, X5, X6, X9, X12, X13, X15, X16, X17, X18, X19, X20, X25, X26, X27, X28, X29, X30","X4, X5, X9, X12, X13, X15, X16, X17, X18, X20, X25, X26, X27, X28, X29","X1, X3, X7, X8, X10, X11, X14, X21, X22, X23, X24","X1, X2, X3, X6, X7, X8, X10, X11, X14, X19, X21, X22, X23, X24, X30"
0.75-15-8-241,"X1, X4, X6, X7, X8, X9, X10, X11, X12, X13, X15, X17, X19, X21, X22, X23, X25, X29, X30","X1, X4, X6, X7, X8, X9, X10, X11, X12, X13, X17, X21, X22, X25, X29","X2, X3, X5, X14, X16, X18, X20, X24, X26, X27, X28","X2, X3, X5, X14, X15, X16, X18, X19, X20, X23, X24, X26, X27, X28, X30"
